Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
321	01:19:57	01:19:57	01:19:58	01:19:58	01:21:36	01:21:36			01:21:38	01:21:38	01:21:48	01:21:48	01:30:09	01:30:09	01:30:10	01:30:10	01:30:11	01:30:11			01:30:20	01:30:20		00:00:01	00:01:38		00:00:02	00:00:10	00:08:20	00:00:01	00:00:00		00:00:09	00:10:23
322	01:30:21	01:30:21	01:30:23	01:30:23	01:32:01	01:32:01			01:32:03	01:32:03	01:32:15	01:32:15	01:40:54	01:40:54	01:40:57	01:40:57	01:40:57	01:40:57			01:41:07	01:41:07		00:00:02	00:01:38		00:00:02	00:00:11	00:08:39	00:00:02	00:00:00		00:00:09	00:10:46
323	01:41:08	01:41:08	01:41:09	01:41:09	01:42:42	01:42:42			01:42:44	01:42:44	01:42:52	01:42:52	01:51:43	01:51:43	01:51:45	01:51:45	01:51:46	01:51:46			01:51:55	01:51:55		00:00:01	00:01:33		00:00:01	00:00:07	00:08:50	00:00:02	00:00:00		00:00:08	00:10:46
324	01:51:55	01:51:55	01:51:56	01:51:56	01:53:36	01:53:36			01:53:38	01:53:38	01:53:47	01:53:47	02:02:17	02:02:17	02:02:20	02:02:20	02:02:21	02:02:21			02:02:31	02:02:31		00:00:00	00:01:39		00:00:02	00:00:09	00:08:30	00:00:02	00:00:00		00:00:09	00:10:35
325	02:02:31	02:02:31	02:02:33	02:02:33	02:04:10	02:04:10			02:04:12	02:04:12	02:04:23	02:04:23	02:12:52	02:12:52	02:12:54	02:12:54	02:12:55	02:12:55			02:13:04	02:13:04		00:00:01	00:01:36		00:00:02	00:00:10	00:08:29	00:00:02	00:00:00		00:00:08	00:10:32
326	02:13:04	02:13:04	02:13:05	02:13:05	02:14:47	02:14:47			02:14:49	02:14:49	02:14:59	02:14:59	02:23:31	02:23:31	02:23:33	02:23:33	02:23:34	02:23:34			02:23:43	02:23:43		00:00:00	00:01:41		00:00:02	00:00:10	00:08:31	00:00:02	00:00:00		00:00:09	00:10:38
327	02:23:43	02:23:43	02:23:44	02:23:44	02:25:20	02:25:20			02:25:22	02:25:22	02:25:32	02:25:32	02:34:07	02:34:07	02:34:09	02:34:09	02:34:09	02:34:09			02:34:19	02:34:19		00:00:00	00:01:35		00:00:02	00:00:10	00:08:34	00:00:01	00:00:00		00:00:09	00:10:35
328	02:34:19	02:34:19	02:34:20	02:34:20	02:36:03	02:36:03			02:36:05	02:36:05	02:36:16	02:36:16	02:44:43	02:44:43	02:44:45	02:44:45	02:44:46	02:44:46			02:44:56	02:44:56		00:00:00	00:01:42		00:00:02	00:00:10	00:08:27	00:00:02	00:00:00		00:00:10	00:10:36
329	02:44:56	02:44:56	02:44:57	02:44:57	02:46:33	02:46:33			02:46:35	02:46:35	02:46:46	02:46:46	02:55:11	02:55:11	02:55:14	02:55:14	02:55:14	02:55:14			02:55:25	02:55:25		00:00:00	00:01:35		00:00:02	00:00:10	00:08:25	00:00:02	00:00:00		00:00:10	00:10:28
330	02:55:25	02:55:25	02:55:26	02:55:26	02:57:03	02:57:03			02:57:05	02:57:05	02:57:15	02:57:15	03:06:01	03:06:01	03:06:04	03:06:04	03:06:05	03:06:05	03:06:05	03:06:05	03:07:47	03:07:47		00:00:00	00:01:36		00:00:02	00:00:10	00:08:45	00:00:02	00:00:00	00:00:00	00:01:42	00:12:21
331	03:07:47	03:07:47	03:07:48	03:07:48	03:09:26	03:09:26			03:09:28	03:09:28	03:09:35	03:09:35	03:18:22	03:18:22	03:18:24	03:18:24	03:18:24	03:18:24			03:18:33	03:18:33		00:00:01	00:01:37		00:00:01	00:00:07	00:08:46	00:00:01	00:00:00		00:00:09	00:10:46
332	03:18:34	03:18:34	03:18:35	03:18:35	03:20:15	03:20:15			03:20:17	03:20:17	03:20:28	03:20:28	03:28:55	03:28:55	03:28:57	03:28:57	03:28:58	03:28:58			03:29:09	03:29:09		00:00:00	00:01:40		00:00:02	00:00:10	00:08:27	00:00:02	00:00:00		00:00:10	00:10:34
333	03:29:09	03:29:09	03:29:11	03:29:11	03:30:47	03:30:47			03:30:50	03:30:50	03:31:01	03:31:01	03:39:40	03:39:40	03:39:42	03:39:42	03:39:43	03:39:43			03:39:53	03:39:53		00:00:01	00:01:35		00:00:03	00:00:10	00:08:39	00:00:02	00:00:00		00:00:09	00:10:43
334	03:39:53	03:39:53	03:39:54	03:39:54	03:41:33	03:41:33			03:41:35	03:41:35	03:41:44	03:41:44	03:50:20	03:50:20	03:50:23	03:50:23	03:50:23	03:50:23			03:50:33	03:50:33		00:00:01	00:01:38		00:00:02	00:00:08	00:08:35	00:00:03	00:00:00		00:00:09	00:10:39
335	03:50:33	03:50:33	03:50:35	03:50:35	03:52:19	03:52:19			03:52:21	03:52:21	03:52:30	03:52:30	04:00:53	04:00:53	04:00:56	04:00:56	04:00:56	04:00:56			04:01:06	04:01:06		00:00:01	00:01:44		00:00:02	00:00:09	00:08:23	00:00:02	00:00:00		00:00:09	00:10:32
336	04:01:07	04:01:07	04:01:08	04:01:08	04:02:47	04:02:47			04:02:50	04:02:50	04:03:00	04:03:00	04:11:34	04:11:34	04:11:38	04:11:38	04:11:39	04:11:39			04:11:50	04:11:50		00:00:01	00:01:39		00:00:02	00:00:10	00:08:34	00:00:03	00:00:00		00:00:11	00:10:43
337	04:11:51	04:11:51	04:11:52	04:11:52	04:13:29	04:13:29			04:13:32	04:13:32	04:13:43	04:13:43	04:22:07	04:22:07	04:22:10	04:22:10	04:22:10	04:22:10			04:22:19	04:22:19		00:00:01	00:01:37		00:00:02	00:00:10	00:08:24	00:00:02	00:00:00		00:00:09	00:10:28
338	04:22:20	04:22:20	04:22:21	04:22:21	04:24:01	04:24:01			04:24:03	04:24:03	04:24:13	04:24:13	04:32:52	04:32:52	04:32:54	04:32:54	04:32:54	04:32:54			04:33:04	04:33:04		00:00:00	00:01:39		00:00:02	00:00:10	00:08:38	00:00:01	00:00:00		00:00:10	00:10:44
339	04:33:05	04:33:05	04:33:06	04:33:06	04:34:47	04:34:47			04:34:50	04:34:50	04:35:00	04:35:00	04:43:33	04:43:33	04:43:36	04:43:36	04:43:37	04:43:37			04:43:47	04:43:47		00:00:00	00:01:41		00:00:02	00:00:10	00:08:33	00:00:02	00:00:00		00:00:10	00:10:42
340	04:43:48	04:43:48	04:43:48	04:43:48	04:45:27	04:45:27			04:45:29	04:45:29	04:45:40	04:45:40	04:54:17	04:54:17	04:54:20	04:54:20	04:54:21	04:54:21	04:54:21	04:54:21	04:56:03	04:56:03		00:00:00	00:01:38		00:00:02	00:00:10	00:08:37	00:00:02	00:00:00	00:00:00	00:01:42	00:12:15
341	04:56:04	04:56:04	04:56:05	04:56:05	04:57:43	04:57:43			04:57:45	04:57:45	04:57:52	04:57:52	05:06:48	05:06:48	05:06:50	05:06:50	05:06:51	05:06:51			05:07:00	05:07:00		00:00:01	00:01:38		00:00:01	00:00:07	00:08:55	00:00:02	00:00:00		00:00:08	00:10:55
342	05:07:00	05:07:00	05:07:01	05:07:01	05:08:40	05:08:40			05:08:42	05:08:42	05:08:53	05:08:53	05:17:32	05:17:32	05:17:34	05:17:34	05:17:35	05:17:35			05:17:45	05:17:45		00:00:00	00:01:38		00:00:02	00:00:10	00:08:39	00:00:02	00:00:00		00:00:10	00:10:45
343	05:17:45	05:17:45	05:17:46	05:17:46	05:19:25	05:19:25			05:19:27	05:19:27	05:19:38	05:19:38	05:27:59	05:27:59	05:28:01	05:28:01	05:28:02	05:28:02			05:28:12	05:28:12		00:00:00	00:01:38		00:00:02	00:00:10	00:08:20	00:00:02	00:00:00		00:00:10	00:10:26
344	05:28:12	05:28:12	05:28:13	05:28:13	05:29:56	05:29:56			05:29:59	05:29:59	05:30:10	05:30:10	05:38:40	05:38:40	05:38:43	05:38:43	05:38:44	05:38:44			05:38:53	05:38:53		00:00:01	00:01:43		00:00:02	00:00:10	00:08:30	00:00:02	00:00:00		00:00:09	00:10:41
345	05:38:54	05:38:54	05:38:55	05:38:55	05:40:33	05:40:33			05:40:36	05:40:36	05:40:47	05:40:47	05:49:15	05:49:15	05:49:17	05:49:17	05:49:18	05:49:18			05:49:28	05:49:28		00:00:01	00:01:38		00:00:02	00:00:11	00:08:27	00:00:02	00:00:00		00:00:10	00:10:33
346	05:49:28	05:49:28	05:49:29	05:49:29	05:51:05	05:51:05			05:51:08	05:51:08	05:51:19	05:51:19	05:59:53	05:59:53	05:59:55	05:59:55	05:59:56	05:59:56			06:00:05	06:00:05		00:00:01	00:01:36		00:00:02	00:00:10	00:08:33	00:00:02	00:00:00		00:00:09	00:10:37
347	06:00:06	06:00:06	06:00:07	06:00:07	06:01:44	06:01:44			06:01:46	06:01:46	06:01:58	06:01:58	06:10:28	06:10:28	06:10:30	06:10:30	06:10:31	06:10:31			06:10:41	06:10:41		00:00:01	00:01:36		00:00:02	00:00:11	00:08:29	00:00:02	00:00:00		00:00:10	00:10:35
348	06:10:42	06:10:42	06:10:44	06:10:44	06:12:22	06:12:22			06:12:24	06:12:24	06:12:36	06:12:36	06:21:02	06:21:02	06:21:04	06:21:04	06:21:05	06:21:05			06:21:15	06:21:15		00:00:02	00:01:37		00:00:02	00:00:11	00:08:26	00:00:02	00:00:00		00:00:09	00:10:33
349	06:21:16	06:21:16	06:21:17	06:21:17	06:22:52	06:22:52			06:22:55	06:22:55	06:23:04	06:23:04	06:31:41	06:31:41	06:31:44	06:31:44	06:31:45	06:31:45			06:31:55	06:31:55		00:00:01	00:01:35		00:00:02	00:00:09	00:08:36	00:00:03	00:00:00		00:00:10	00:10:39
350	06:31:56	06:31:56	06:31:57	06:31:57	06:33:35	06:33:35	06:33:35	06:39:18	06:39:20	06:39:20	06:39:31	06:39:31	06:52:10	06:52:10	06:52:12	06:52:12	06:52:13	06:52:13	06:52:13	06:52:13	06:53:56	06:53:56		00:00:01	00:01:37	00:05:42	00:05:45	00:00:10	00:12:38	00:00:02	00:00:00	00:00:00	00:01:43	00:22:00
351	06:53:57	06:53:57	06:53:58	06:53:58	06:55:39	06:55:39			06:55:41	06:55:41	06:55:54	06:55:54	07:04:23	07:04:23	07:04:25	07:04:25	07:04:26	07:04:26			07:04:35	07:04:35		00:00:01	00:01:40		00:00:02	00:00:12	00:08:29	00:00:02	00:00:00		00:00:09	00:10:38
352	07:04:36	07:04:36	07:04:37	07:04:37	07:06:12	07:06:12			07:06:14	07:06:14	07:06:25	07:06:25	07:14:57	07:14:57	07:14:59	07:14:59	07:15:00	07:15:00			07:15:09	07:15:09		00:00:00	00:01:34		00:00:02	00:00:10	00:08:31	00:00:02	00:00:00		00:00:09	00:10:33
353	07:15:10	07:15:10	07:15:11	07:15:11	07:16:53	07:16:53			07:16:55	07:16:55	07:17:05	07:17:05	07:25:36	07:25:36	07:25:38	07:25:38	07:25:39	07:25:39			07:25:48	07:25:48		00:00:00	00:01:41		00:00:02	00:00:10	00:08:30	00:00:01	00:00:00		00:00:09	00:10:38
354	07:25:49	07:25:49	07:25:50	07:25:50	07:27:31	07:27:31			07:27:33	07:27:33	07:27:44	07:27:44	07:36:09	07:36:09	07:36:11	07:36:11	07:36:12	07:36:12			07:36:22	07:36:22		00:00:00	00:01:41		00:00:02	00:00:10	00:08:25	00:00:02	00:00:00		00:00:09	00:10:32
355	07:36:22	07:36:22	07:36:25	07:36:25	07:38:00	07:38:00			07:38:03	07:38:03	07:38:14	07:38:14	07:46:56	07:46:56	07:46:58	07:46:58	07:46:59	07:46:59			07:47:08	07:47:08		00:00:02	00:01:35		00:00:02	00:00:11	00:08:42	00:00:02	00:00:00		00:00:09	00:10:46
356	07:47:09	07:47:09	07:47:10	07:47:10	07:48:54	07:48:54			07:48:56	07:48:56	07:49:04	07:49:04	07:57:45	07:57:45	07:57:47	07:57:47	07:57:48	07:57:48			07:57:57	07:57:57		00:00:00	00:01:44		00:00:01	00:00:07	00:08:41	00:00:02	00:00:00		00:00:09	00:10:48
357	07:57:57	07:57:57	07:57:59	07:57:59	07:59:36	07:59:36			07:59:38	07:59:38	07:59:49	07:59:49	08:08:14	08:08:14	08:08:16	08:08:16	08:08:17	08:08:17			08:08:27	08:08:27		00:00:01	00:01:36		00:00:02	00:00:11	00:08:25	00:00:02	00:00:00		00:00:09	00:10:29
358	08:08:27	08:08:27	08:08:28	08:08:28	08:10:09	08:10:09			08:10:11	08:10:11	08:10:22	08:10:22	08:18:52	08:18:52	08:18:53	08:18:53	08:18:54	08:18:54			08:19:04	08:19:04		00:00:00	00:01:40		00:00:02	00:00:10	00:08:30	00:00:01	00:00:00		00:00:09	00:10:36
359	08:19:05	08:19:05	08:19:05	08:19:05	08:20:48	08:20:48			08:20:51	08:20:51	08:21:01	08:21:01	08:29:31	08:29:31	08:29:35	08:29:35	08:29:36	08:29:36			08:29:46	08:29:46		00:00:00	00:01:42		00:00:02	00:00:09	00:08:30	00:00:03	00:00:00		00:00:09	00:10:41
360	08:29:46	08:29:46	08:29:47	08:29:47	08:31:27	08:31:27			08:31:29	08:31:29	08:31:40	08:31:40	08:40:09	08:40:09	08:40:11	08:40:11	08:40:12	08:40:12	08:40:12	08:40:12	08:41:52	08:41:52		00:00:00	00:01:39		00:00:02	00:00:10	00:08:29	00:00:02	00:00:00	00:00:00	00:01:40	00:12:06
361	08:41:53	08:41:53	08:41:54	08:41:54	08:43:34	08:43:34			08:43:36	08:43:36	08:43:43	08:43:43	08:52:36	08:52:36	08:52:38	08:52:38	08:52:39	08:52:39			08:52:49	08:52:49		00:00:01	00:01:39		00:00:01	00:00:07	00:08:52	00:00:02	00:00:00		00:00:09	00:10:56
362	08:52:49	08:52:49	08:52:50	08:52:50	08:54:31	08:54:31			08:54:33	08:54:33	08:54:43	08:54:43	09:03:17	09:03:17	09:03:19	09:03:19	09:03:20	09:03:20			09:03:29	09:03:29		00:00:00	00:01:40		00:00:02	00:00:10	00:08:34	00:00:02	00:00:00		00:00:08	00:10:39
363	09:03:30	09:03:30	09:03:31	09:03:31	09:05:13	09:05:13			09:05:15	09:05:15	09:05:25	09:05:25	09:13:55	09:13:55	09:13:57	09:13:57	09:13:58	09:13:58			09:14:07	09:14:07		00:00:00	00:01:42		00:00:02	00:00:09	00:08:30	00:00:01	00:00:00		00:00:09	00:10:37
364	09:14:08	09:14:08	09:14:09	09:14:09	09:15:46	09:15:46			09:15:48	09:15:48	09:15:59	09:15:59	09:24:23	09:24:23	09:24:25	09:24:25	09:24:26	09:24:26			09:24:36	09:24:36		00:00:00	00:01:37		00:00:02	00:00:10	00:08:23	00:00:02	00:00:00		00:00:10	00:10:28
365	09:24:37	09:24:37	09:24:39	09:24:39	09:26:17	09:26:17			09:26:19	09:26:19	09:26:30	09:26:30	09:35:05	09:35:05	09:35:07	09:35:07	09:35:08	09:35:08			09:35:18	09:35:18		00:00:02	00:01:37		00:00:02	00:00:11	00:08:34	00:00:02	00:00:00		00:00:09	00:10:40
366	09:35:18	09:35:18	09:35:19	09:35:19	09:36:56	09:36:56			09:36:59	09:36:59	09:37:09	09:37:09	09:45:37	09:45:37	09:45:40	09:45:40	09:45:41	09:45:41			09:45:52	09:45:52		00:00:01	00:01:36		00:00:02	00:00:10	00:08:28	00:00:03	00:00:00		00:00:10	00:10:33
367	09:45:52	09:45:52	09:45:53	09:45:53	09:47:32	09:47:32			09:47:35	09:47:35	09:47:46	09:47:46	09:56:16	09:56:16	09:56:20	09:56:20	09:56:20	09:56:20			09:56:30	09:56:30		00:00:01	00:01:38		00:00:02	00:00:10	00:08:30	00:00:03	00:00:00		00:00:09	00:10:37
368	09:56:30	09:56:30	09:56:32	09:56:32	09:58:09	09:58:09			09:58:11	09:58:11	09:58:22	09:58:22	10:06:48	10:06:48	10:06:50	10:06:50	10:06:51	10:06:51			10:07:01	10:07:01		00:00:01	00:01:37		00:00:02	00:00:10	00:08:25	00:00:02	00:00:00		00:00:09	00:10:30
369	10:07:01	10:07:01	10:07:02	10:07:02	10:08:40	10:08:40			10:08:42	10:08:42	10:08:53	10:08:53	10:17:29	10:17:29	10:17:31	10:17:31	10:17:32	10:17:32			10:17:42	10:17:42		00:00:01	00:01:37		00:00:02	00:00:10	00:08:36	00:00:02	00:00:00		00:00:10	00:10:40
370	10:17:43	10:17:43	10:17:44	10:17:44	10:19:22	10:19:22			10:19:25	10:19:25	10:19:36	10:19:36	10:28:15	10:28:15	10:28:17	10:28:17	10:28:18	10:28:18	10:28:18	10:28:18	10:29:59	10:29:59		00:00:01	00:01:38		00:00:02	00:00:10	00:08:39	00:00:02	00:00:00	00:00:00	00:01:40	00:12:16
371	10:29:59	10:29:59	10:30:00	10:30:00	10:31:41	10:31:41			10:31:43	10:31:43	10:31:51	10:31:51	10:40:48	10:40:48	10:40:50	10:40:50	10:40:51	10:40:51			10:41:01	10:41:01		00:00:01	00:01:40		00:00:01	00:00:07	00:08:57	00:00:01	00:00:00		00:00:09	00:11:01
372	10:41:01	10:41:01	10:41:02	10:41:02	10:42:37	10:42:37			10:42:40	10:42:40	10:42:51	10:42:51	10:51:19	10:51:19	10:51:21	10:51:21	10:51:21	10:51:21			10:51:31	10:51:31		00:00:00	00:01:35		00:00:02	00:00:11	00:08:27	00:00:02	00:00:00		00:00:09	00:10:29
373	10:51:31	10:51:31	10:51:32	10:51:32	10:53:11	10:53:11			10:53:14	10:53:14	10:53:24	10:53:24	11:01:56	11:01:56	11:01:58	11:01:58	11:01:59	11:01:59			11:02:09	11:02:09		00:00:00	00:01:39		00:00:02	00:00:10	00:08:31	00:00:02	00:00:00		00:00:09	00:10:37
374	11:02:09	11:02:09	11:02:11	11:02:11	11:03:45	11:03:45			11:03:47	11:03:47	11:03:58	11:03:58	11:12:35	11:12:35	11:12:38	11:12:38	11:12:38	11:12:38			11:12:48	11:12:48		00:00:01	00:01:33		00:00:02	00:00:10	00:08:37	00:00:02	00:00:00		00:00:09	00:10:38
375	11:12:48	11:12:48	11:12:50	11:12:50	11:14:34	11:14:34			11:14:37	11:14:37	11:14:46	11:14:46	11:23:20	11:23:20	11:23:23	11:23:23	11:23:24	11:23:24			11:23:34	11:23:34		00:00:01	00:01:44		00:00:02	00:00:09	00:08:33	00:00:03	00:00:00		00:00:10	00:10:46
376	11:23:35	11:23:35	11:23:36	11:23:36	11:25:14	11:25:14			11:25:17	11:25:17	11:25:28	11:25:28	11:33:54	11:33:54	11:33:56	11:33:56	11:33:57	11:33:57			11:34:07	11:34:07		00:00:01	00:01:38		00:00:02	00:00:11	00:08:25	00:00:02	00:00:00		00:00:09	00:10:31
377	11:34:07	11:34:07	11:34:08	11:34:08	11:35:47	11:35:47			11:35:49	11:35:49	11:36:01	11:36:01	11:44:40	11:44:40	11:44:42	11:44:42	11:44:43	11:44:43			11:44:53	11:44:53		00:00:01	00:01:38		00:00:02	00:00:11	00:08:38	00:00:02	00:00:00		00:00:10	00:10:45
378	11:44:53	11:44:53	11:44:55	11:44:55	11:46:33	11:46:33			11:46:35	11:46:35	11:46:46	11:46:46	11:55:16	11:55:16	11:55:19	11:55:19	11:55:20	11:55:20			11:55:30	11:55:30		00:00:01	00:01:38		00:00:02	00:00:10	00:08:30	00:00:03	00:00:00		00:00:10	00:10:36
379	11:55:31	11:55:31	11:55:32	11:55:32	11:57:15	11:57:15			11:57:17	11:57:17	11:57:30	11:57:30	12:05:58	12:05:58	12:06:00	12:06:00	12:06:01	12:06:01			12:06:12	12:06:12		00:00:01	00:01:43		00:00:02	00:00:12	00:08:27	00:00:02	00:00:00		00:00:11	00:10:40
380	12:06:12	12:06:12	12:06:13	12:06:13	12:07:52	12:07:52			12:07:54	12:07:54	12:08:05	12:08:05	12:16:31	12:16:31	12:16:33	12:16:33	12:16:34	12:16:34	12:16:34	12:16:34	12:18:20	12:18:20		00:00:01	00:01:38		00:00:02	00:00:10	00:08:25	00:00:02	00:00:00	00:00:00	00:01:45	00:12:07
381	12:18:20	12:18:20	12:18:22	12:18:22	12:20:00	12:20:00			12:20:02	12:20:02	12:20:13	12:20:13	12:28:53	12:28:53	12:28:56	12:28:56	12:28:57	12:28:57			12:29:08	12:29:08		00:00:01	00:01:38		00:00:02	00:00:10	00:08:40	00:00:02	00:00:00		00:00:11	00:10:47
382	12:29:09	12:29:09	12:29:10	12:29:10	12:30:56	12:30:56			12:30:58	12:30:58	12:31:10	12:31:10	12:39:35	12:39:35	12:39:38	12:39:38	12:39:39	12:39:39			12:39:48	12:39:48		00:00:00	00:01:46		00:00:02	00:00:11	00:08:25	00:00:02	00:00:00		00:00:09	00:10:39
383	12:39:49	12:39:49	12:39:50	12:39:50	12:41:30	12:41:30			12:41:33	12:41:33	12:41:43	12:41:43	12:50:10	12:50:10	12:50:12	12:50:12	12:50:13	12:50:13			12:50:22	12:50:22		00:00:01	00:01:40		00:00:02	00:00:10	00:08:27	00:00:02	00:00:00		00:00:09	00:10:33
384	12:50:23	12:50:23	12:50:24	12:50:24	12:52:06	12:52:06			12:52:09	12:52:09	12:52:20	12:52:20	13:01:06	13:01:06	13:01:09	13:01:09	13:01:10	13:01:10			13:01:20	13:01:20		00:00:00	00:01:42		00:00:02	00:00:10	00:08:46	00:00:02	00:00:00		00:00:10	00:10:57
385	13:01:20	13:01:20	13:01:21	13:01:21	13:03:05	13:03:05			13:03:07	13:03:07	13:03:17	13:03:17	13:11:43	13:11:43	13:11:46	13:11:46	13:11:46	13:11:46			13:11:57	13:11:57		00:00:00	00:01:43		00:00:02	00:00:09	00:08:26	00:00:02	00:00:00		00:00:10	00:10:36
386	13:11:57	13:11:57	13:11:58	13:11:58	13:13:37	13:13:37			13:13:40	13:13:40	13:13:50	13:13:50	13:22:13	13:22:13	13:22:15	13:22:15	13:22:16	13:22:16			13:22:27	13:22:27		00:00:00	00:01:38		00:00:02	00:00:10	00:08:22	00:00:02	00:00:00		00:00:10	00:10:29
387	13:22:27	13:22:27	13:22:28	13:22:28	13:24:08	13:24:08			13:24:10	13:24:10	13:24:20	13:24:20	13:32:52	13:32:52	13:32:54	13:32:54	13:32:55	13:32:55			13:33:05	13:33:05		00:00:00	00:01:39		00:00:02	00:00:10	00:08:32	00:00:02	00:00:00		00:00:10	00:10:37
388	13:33:06	13:33:06	13:33:07	13:33:07	13:34:44	13:34:44			13:34:47	13:34:47	13:34:57	13:34:57	13:43:34	13:43:34	13:43:36	13:43:36	13:43:37	13:43:37			13:43:48	13:43:48		00:00:00	00:01:37		00:00:02	00:00:10	00:08:36	00:00:02	00:00:00		00:00:10	00:10:41
389	13:43:48	13:43:48	13:43:49	13:43:49	13:45:31	13:45:31			13:45:33	13:45:33	13:45:44	13:45:44	13:54:21	13:54:21	13:54:24	13:54:24	13:54:24	13:54:24			13:54:35	13:54:35		00:00:00	00:01:41		00:00:02	00:00:10	00:08:37	00:00:02	00:00:00		00:00:10	00:10:47
390	13:54:36	13:54:36	13:54:37	13:54:37	13:56:17	13:56:17			13:56:20	13:56:20	13:56:30	13:56:30	14:05:00	14:05:00	14:05:03	14:05:03	14:05:03	14:05:03	14:05:03	14:05:03	14:06:44	14:06:44		00:00:00	00:01:40		00:00:02	00:00:10	00:08:29	00:00:02	00:00:00	00:00:00	00:01:41	00:12:08
391	14:06:45	14:06:45	14:06:46	14:06:46	14:08:29	14:08:29			14:08:31	14:08:31	14:08:38	14:08:38	14:17:22	14:17:22	14:17:24	14:17:24	14:17:24	14:17:24			14:17:34	14:17:34		00:00:01	00:01:43		00:00:01	00:00:07	00:08:43	00:00:02	00:00:00		00:00:09	00:10:49
392	14:17:35	14:17:35	14:17:36	14:17:36	14:19:14	14:19:14			14:19:16	14:19:16	14:19:26	14:19:26	14:27:56	14:27:56	14:27:58	14:27:58	14:27:59	14:27:59			14:28:09	14:28:09		00:00:00	00:01:37		00:00:02	00:00:10	00:08:29	00:00:02	00:00:00		00:00:09	00:10:34
393	14:28:09	14:28:09	14:28:10	14:28:10	14:29:46	14:29:46			14:29:48	14:29:48	14:29:59	14:29:59	14:38:29	14:38:29	14:38:31	14:38:31	14:38:32	14:38:32			14:38:41	14:38:41		00:00:00	00:01:35		00:00:02	00:00:10	00:08:29	00:00:02	00:00:00		00:00:09	00:10:32
394	14:38:42	14:38:42	14:38:43	14:38:43	14:40:22	14:40:22			14:40:24	14:40:24	14:40:34	14:40:34	14:49:18	14:49:18	14:49:20	14:49:20	14:49:21	14:49:21			14:49:30	14:49:30		00:00:00	00:01:38		00:00:02	00:00:10	00:08:43	00:00:01	00:00:00		00:00:09	00:10:47
395	14:49:30	14:49:30	14:49:31	14:49:31	14:51:11	14:51:11			14:51:13	14:51:13	14:51:24	14:51:24	15:00:05	15:00:05	15:00:08	15:00:08	15:00:08	15:00:08			15:00:19	15:00:19		00:00:00	00:01:39		00:00:02	00:00:10	00:08:41	00:00:02	00:00:00		00:00:10	00:10:48
396	15:00:19	15:00:19	15:00:20	15:00:20	15:02:00	15:02:00			15:02:03	15:02:03	15:02:13	15:02:13	15:10:44	15:10:44	15:10:46	15:10:46	15:10:47	15:10:47			15:10:58	15:10:58		00:00:00	00:01:39		00:00:02	00:00:10	00:08:31	00:00:02	00:00:00		00:00:10	00:10:38
397	15:10:58	15:10:58	15:10:59	15:10:59	15:12:34	15:12:34			15:12:36	15:12:36	15:12:47	15:12:47	15:21:13	15:21:13	15:21:15	15:21:15	15:21:16	15:21:16			15:21:27	15:21:27		00:00:00	00:01:34		00:00:02	00:00:10	00:08:26	00:00:02	00:00:00		00:00:11	00:10:28
398	15:21:28	15:21:28	15:21:28	15:21:28	15:23:08	15:23:08			15:23:10	15:23:10	15:23:21	15:23:21	15:31:49	15:31:49	15:31:51	15:31:51	15:31:52	15:31:52			15:32:02	15:32:02		00:00:00	00:01:39		00:00:02	00:00:10	00:08:27	00:00:02	00:00:00		00:00:10	00:10:34
399	15:32:03	15:32:03	15:32:04	15:32:04	15:33:37	15:33:37			15:33:40	15:33:40	15:33:51	15:33:51	15:42:22	15:42:22	15:42:24	15:42:24	15:42:25	15:42:25			15:42:35	15:42:35		00:00:00	00:01:33		00:00:02	00:00:11	00:08:30	00:00:02	00:00:00		00:00:10	00:10:31
400	15:42:35	15:42:35	15:42:36	15:42:36	15:44:17	15:44:17	15:44:17	15:49:54	15:49:55	15:49:55	15:50:02	15:50:02	16:02:42	16:02:42	16:02:44	16:02:44	16:02:45	16:02:45	16:02:46	16:02:46	16:04:26	16:04:26		00:00:00	00:01:40	00:05:37	00:05:38	00:00:06	00:12:40	00:00:02	00:00:00	00:00:00	00:01:40	00:21:50
401	16:04:26	16:04:26	16:04:27	16:04:27	16:04:29	16:04:29			16:04:30	16:04:30	16:04:37	16:04:37	16:13:38	16:13:38	16:13:41	16:13:41	16:13:41	16:13:41			16:13:52	16:13:52		00:00:01	00:00:01		00:00:01	00:00:06	00:09:01	00:00:02	00:00:00		00:00:11	00:09:25
402	16:13:53	16:13:53	16:13:54	16:13:54	16:13:54	16:13:54			16:13:56	16:13:56	16:14:03	16:14:03	16:23:01	16:23:01	16:23:04	16:23:04	16:23:04	16:23:04			16:23:14	16:23:14		00:00:00	00:00:00		00:00:01	00:00:07	00:08:57	00:00:02	00:00:00		00:00:09	00:09:20
